ratingKey,title,addedAt,duration,durationHuman,guid,playlistType,smart,summary,type,items.addedAt,items.audienceRating,items.audienceRatingImage,items.contentRating,items.duration,items.durationHuman,items.editionTitle,items.episodeNumber,items.grandparentGuid,items.grandparentRatingKey,items.grandparentTitle,items.guid,items.hasCommercialMarker,items.hasCreditsMarker,items.hasIntroMarker,items.locations,items.originalTitle,items.originallyAvailableAt,items.parentGuid,items.parentRatingKey,items.parentTitle,items.parentYear,items.rating,items.ratingImage,items.ratingKey,items.seasonEpisode,items.seasonNumber,items.studio,items.summary,items.tagline,items.title,items.titleSort,items.type,items.userRating,items.year,items.media.aspectRatio,items.media.audioChannels,items.media.audioCodec,items.media.audioProfile,items.media.bitrate,items.media.container,items.media.duration,items.media.hdr,items.media.height,items.media.isOptimizedVersion,items.media.videoCodec,items.media.videoFrameRate,items.media.videoProfile,items.media.videoResolution,items.media.width
37496,SuperGrit77,2025-05-23T18:18:56,6157503000,71 days 6 hrs 25 mins,com.plexapp.agents.none://b4475e12-ed92-4ae1-a416-ade24b4e117d,video,False,,playlist,2024-03-05T09:16:55,7.9,rottentomatoes://image.rating.upright,PG-13,8073194,2 hrs 15 mins,,,,,,plex://movie/5d776b05fb0d55001f559234,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Marvel Cinematic Universe/Black Panther.mp4,,2018-02-13,,,,,9.6,rottentomatoes://image.rating.ripe,8079,,,Marvel Studios,"T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",Long live the king.,Black Panther,Black Panther,movie,,2018,2.35,2,aac,lc,1198,mp4,8073194,False,534,False,h264,24p,high,720,1280
,,,,,,,,,,2024-03-05T09:17:05,9.4,rottentomatoes://image.rating.upright,PG-13,8874272,2 hrs 28 mins,,,,,,plex://movie/5d77702e6afb3d0020613fd1,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Marvel Cinematic Universe/Black Panther Wakanda Forever 2022 1080p HDTS x264 1.7GB - HushRips/Black Panther Wakanda Forever 2022 1080p HDTS x264 1.7GB - HushRips.mkv,,2022-11-09,,,,,8.3,rottentomatoes://image.rating.ripe,8399,,,Marvel Studios,"In ""Black Panther: Wakanda Forever,"" the residents of Wakanda face the difficult task of moving forward after King T'Challa's death. They must defend their nation against external global pressures. Queen Ramonda and Princess Shuri step up to lead, with Shuri working to recreate the heart-shaped herb to save T'Challa's life. After a year, a new challenge emerges with King Namor, a mutant ruler of an underwater kingdom, who aims to defend Talokan against the surface world. As a conflict looms, key characters including War Dog Nakia and Everett Ross unite to establish a future direction for Wakanda.",Forever.,Black Panther: Wakanda Forever,Black Panther: Wakanda Forever,movie,,2022,1.78,2,aac,lc,1704,mkv,8874272,False,1080,False,h264,PAL,main,1080,1920
,,,,,,,,,,2024-03-05T09:16:55,9.1,rottentomatoes://image.rating.upright,PG-13,8026826,2 hrs 14 mins,,,,,,plex://movie/5d776d9847dd6e001f6f4847,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Marvel Cinematic Universe/Black.Widow.2021.1080p.WEBRip.x264.AAC5.1-[YTS.MX].mp4,,2021-07-07,,,,,7.9,rottentomatoes://image.rating.ripe,8080,,,Marvel Studios,"In Marvel Studios' action-packed spy thriller ""Black Widow,"" Natasha Romanoff aka Black Widow confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",Her world. Her secrets. Her legacy.,Black Widow,Black Widow,movie,,2021,2.35,6,aac,lc,2634,mp4,8026826,False,800,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:17:05,7.8,rottentomatoes://image.rating.upright,R,7216661,2 hrs,,,,,,plex://movie/5d77686954c0f0001f30806a,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Blade/Blade (1998).mp4,,1998-08-21,,,,,5.9,rottentomatoes://image.rating.rotten,8400,,,New Line Cinema,"In a world where vampires walk the earth, Blade has a goal. His goal is to rid the world of all vampire evil. When Blade witnesses a vampire bite Dr. Karen Jenson, he fights away the beast and takes Jenson back to his hideout. Here, alongside Abraham Whistler, Blade attempts to help heal Jenson. The vampire Quinn who was attacked by Blade, reports back to his master Deacon Frost, who is planning a huge surprise for the human population.","Against an army of Immortals, one warrior must draw first blood.",Blade,Blade,movie,,1998,2.35,2,aac,lc,2274,mp4,7216661,False,800,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:17:06,6.8,rottentomatoes://image.rating.upright,R,7010005,1 hr 57 mins,,,,,,plex://movie/5d776868eb5d26001f1ea0ae,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Blade/Blade II (2002).mkv,,2002-03-22,,,,,5.7,rottentomatoes://image.rating.rotten,8401,,,New Line Cinema,"A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.",Faster. Sharper. Deadlier.,Blade II,Blade II,movie,,2002,1.78,2,aac,he-aac,596,mkv,7010005,False,544,False,h264,24p,high,480,960
,,,,,,,,,,2024-03-05T09:17:06,5.8,rottentomatoes://image.rating.spilled,R,7341843,2 hrs 2 mins,,,,,,plex://movie/5d77686954c0f0001f30806e,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Blade/Blade.Trinity.2004.1080p.BluRay.x265-RARBG.mp4,,2004-12-08,,,,,2.4,rottentomatoes://image.rating.rotten,8402,,,Marvel Enterprises,"Blade, now a wanted man by the FBI, must join forces with the Nightstalkers to face his most challenging enemy yet: Dracula.",The final hunt begins.,Blade: Trinity,Blade: Trinity,movie,,2004,2.35,6,aac,lc,2225,mp4,7341843,False,814,False,hevc,24p,main 10,1080,1916
,,,,,,,,,,2024-03-05T09:16:55,8.9,rottentomatoes://image.rating.upright,PG-13,8862058,2 hrs 28 mins,,,,,,plex://movie/5d776adcfb0d55001f553b34,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Marvel Cinematic Universe/Captain America - Civil War.mp4,,2016-04-27,,,,,9.1,rottentomatoes://image.rating.ripe,8081,,,Marvel Studios,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",United we stand. Divided we fall.,Captain America: Civil War,Captain America: Civil War,movie,,2016,2.35,2,aac,lc,1579,mp4,8862058,False,536,False,h264,24p,main,720,1280
,,,,,,,,,,2024-03-05T09:16:56,7.5,rottentomatoes://image.rating.upright,PG-13,7451733,2 hrs 4 mins,,,,,,plex://movie/5d77682a103a2d001f564ffb,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Marvel Cinematic Universe/Captain America - The First Avenger.mp4,,2011-07-22,,,,,8.0,rottentomatoes://image.rating.ripe,8123,,,Marvel Studios,"Steve Rogers, a rejected military soldier, transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a warmonger and a terrorist organization.",When patriots become heroes,Captain America: The First Avenger,Captain America: The First Avenger,movie,,2011,2.35,2,aac,he-aac,849,mp4,7451733,False,544,False,h264,24p,high,720,1280
,,,,,,,,,,2024-03-05T09:16:57,9.2,rottentomatoes://image.rating.upright,PG-13,8154261,2 hrs 16 mins,,,,,,plex://movie/5d77690896b655001fdc8aca,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Marvel Cinematic Universe/Captain America - Winter Solider.mp4,,2014-03-26,,,,,9.0,rottentomatoes://image.rating.ripe,8153,,,Marvel Studios,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",In heroes we trust.,Captain America: The Winter Soldier,Captain America: The Winter Soldier,movie,,2014,2.35,2,aac,lc,954,mp4,8154261,False,536,False,h264,24p,high,720,1280
,,,,,,,,,,2024-03-05T09:16:48,9.0,rottentomatoes://image.rating.upright,R,6486281,1 hr 48 mins,,,,,,plex://movie/5d776b257a53e9001e71bb98,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Deadpool (2016).mp4,,2016-02-09,,,,,8.5,rottentomatoes://image.rating.ripe,7902,,,20th Century Fox,"This is the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",Feel the love.,Deadpool,Deadpool,movie,,2016,2.35,2,aac,lc,2176,mp4,6486281,False,800,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-10-26T14:55:53,9.4,rottentomatoes://image.rating.upright,R,7753214,2 hrs 9 mins,,,,,,plex://movie/5d776c8a23d5a3001f51c946,,True,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Deadpool.and.Wolverine.2024.1080p.AMZN.WEBRip.1400MB.DD5.1.x264-GalaxyRG.mkv,,2024-07-24,,,,,7.8,rottentomatoes://image.rating.ripe,35484,,,Marvel Studios,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",Come together.,Deadpool & Wolverine,Deadpool & Wolverine,movie,,2024,2.35,6,ac3,,1552,mkv,7753214,False,800,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:16:48,8.5,rottentomatoes://image.rating.upright,R,8039615,2 hrs 14 mins,,,,,,plex://movie/5d776c1c51dd69001fe37d4f,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Deadpool 2 (2018).mp4,,2018-05-15,,,,,8.4,rottentomatoes://image.rating.ripe,7904,,,Maximum Effort,"After losing Vanessa (Morena Baccarin), the love of his life, fourth-wall-breaking mercenary Wade Wilson, aka Deadpool (Ryan Reynolds), must assemble a team and protect a young mutant Russell Collins, aka Firefist (Julian Dennison), from Cable (Josh Brolin), a no-nonsense, dangerous cyborg from the future, and must also learn the most important lesson of all: to be part of a family again.",Prepare for the Second Coming.,Deadpool 2,Deadpool 2,movie,,2018,2.35,2,aac,lc,2284,mp4,8039615,False,800,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:16:58,8.6,rottentomatoes://image.rating.upright,PG-13,6621240,1 hr 50 mins,,,,,,plex://movie/5d776b05ad5437001f7902ac,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Marvel Cinematic Universe/Doctor Strange.mp4,,2016-10-25,,,,,8.9,rottentomatoes://image.rating.ripe,8154,,,Marvel Studios,"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",The impossibilities are endless.,Doctor Strange,Doctor Strange,movie,,2016,2.35,2,aac,lc,1093,mp4,6621240,False,536,False,h264,PAL,high,720,1280
,,,,,,,,,,2024-03-05T09:16:58,8.5,rottentomatoes://image.rating.upright,PG-13,7591274,2 hrs 7 mins,,,,,,plex://movie/5d776d4796b655001fe44b28,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Marvel Cinematic Universe/Doctor.Strange.In.The.Multiverse.Of.Madness.2022.1080p.WEBRip.x264.AAC5.1-[YTS.MX].mp4,,2022-05-04,,,,,7.3,rottentomatoes://image.rating.ripe,8155,,,Marvel Studios,"Doctor Strange teams up with a mysterious teenage girl from his dreams who can travel across multiverses, to battle multiple threats, including other-universe versions of himself, which threaten to wipe out millions across the multiverse. They seek help from Wanda the Scarlet Witch, Wong and others.",Enter a new dimension of Strange.,Doctor Strange in the Multiverse of Madness,Doctor Strange 2,movie,,2022,2.35,6,aac,lc,2634,mp4,7591274,False,804,False,h264,24p,high,1080,1920
,,,,,,,,,,2025-02-22T06:55:37,7.7,rottentomatoes://image.rating.upright,R,7674248,2 hrs 8 mins,,,,,,plex://movie/5d776b417a53e9001e71f6d1,,True,,/volume1/PLEX_MEDIA/Genres/Action/The.Accountant.2016.720p.BRRip.x264.AAC-ETRG.mp4,,2016-10-13,,,,,5.3,rottentomatoes://image.rating.rotten,35722,,,Zero Gravity Management,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities, and the body count starts to rise.",Calculate your choices.,The Accountant,Accountant,movie,,2016,2.35,2,aac,lc,1046,mp4,7674248,False,536,False,h264,24p,high,720,1280
,,,,,,,,,,2025-04-05T07:27:38,9.6,rottentomatoes://image.rating.upright,R,7133481,1 hr 59 mins,,,,,,plex://movie/5d7768242ec6b5001f6ba12d,,True,,/volume1/PLEX_MEDIA/Genres/Drama/American History X (1998) 1080p BluRay 5.1Ch x265 HEVC SUJAIDR.mkv,,1998-07-01,,,,,8.4,rottentomatoes://image.rating.ripe,35864,,,New Line Cinema,"Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his footsteps.",Some Legacies Must End.,American History X,American History X,movie,,1998,1.78,6,aac,lc,2272,mkv,7133481,False,1080,False,hevc,24p,main,1080,1920
,,,,,,,,,,2024-03-05T09:16:53,8.5,rottentomatoes://image.rating.upright,PG-13,7026942,1 hr 57 mins,,,,,,plex://movie/5d77690f7a53e9001e6e05a8,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Marvel Cinematic Universe/Ant-Man.mp4,,2015-07-14,,,,,8.3,rottentomatoes://image.rating.ripe,8036,,,Marvel Studios,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world.",Heroes don't get any bigger.,Ant-Man,Ant-Man 1,movie,,2015,1.85,2,aac,lc,1095,mp4,7026942,False,688,False,h264,24p,high,720,1280
,,,,,,,,,,2024-03-05T09:16:53,7.9,rottentomatoes://image.rating.upright,PG-13,7085802,1 hr 58 mins,,,,,,plex://movie/5d776be596b655001fe1f7fa,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Marvel Cinematic Universe/Ant-Man and the Wasp.mp4,,2018-07-04,,,,,8.7,rottentomatoes://image.rating.ripe,8035,,,Marvel Studios,"As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.",Real heroes. Not actual size.,Ant-Man and the Wasp,Ant-Man and the Wasp,movie,,2018,2.35,2,aac,lc,1184,mp4,7085802,False,534,False,h264,24p,high,720,1280
,,,,,,,,,,2024-03-17T22:29:26,8.2,rottentomatoes://image.rating.upright,PG-13,7474186,2 hrs 5 mins,,,,,,plex://movie/5e161a83bea6ac004126e148,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Marvel Cinematic Universe/Ant-Man.And.The.Wasp.Quantumania.2023.1080p.WEBRip.x264.AAC5.1-[YTS.MX].mp4,,2023-02-15,,,,,4.6,rottentomatoes://image.rating.rotten,28773,,,Marvel Studios,"Scott Lang and Hope Van Dyne are dragged into the Quantum Realm, along with Hope's parents and Scott's daughter Cassie. Together they must find a way to escape, but what secrets is Hope's mother hiding? And who is the mysterious Kang?",Witness the beginning of a new dynasty.,Ant-Man and the Wasp: Quantumania,Ant-Man and the Wasp: Quantumania,movie,,2023,2.35,6,aac,lc,2633,mp4,7474186,False,804,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:17:06,7.2,rottentomatoes://image.rating.upright,PG-13,7892760,2 hrs 12 mins,,,,,,plex://movie/5d776b329ab5440021508861,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/DC COMICS/Aquaman 2018 720p PROPER HD-TC HQ X264-SeeHD.mkv,,2018-12-07,,,,,6.6,rottentomatoes://image.rating.ripe,8403,,,Warner Bros. Pictures,"Arthur Curry, the human-born heir to the underwater kingdom of Atlantis, goes on a quest to prevent a war between the worlds of ocean and land.",Home is calling.,Aquaman,Aquaman,movie,,2018,2.2,2,aac,lc,3184,mkv,7892760,False,568,False,h264,PAL,high,720,1280
,,,,,,,,,,2024-03-24T20:46:04,8.1,rottentomatoes://image.rating.upright,PG-13,7447274,2 hrs 4 mins,,,,,,plex://movie/5d7770b2594b2b001e74fb7e,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/DC COMICS/Aquaman.And.The.Lost.Kingdom.2023.1080p.WEBRip.x264.AAC5.1-[YTS.MX].mp4,,2023-12-20,,,,,3.4,rottentomatoes://image.rating.rotten,28977,,,Warner Bros. Pictures,"Seeking retribution for his father's demise, Black Manta wields the might of the Black Trident, posing a notable challenge. In defense of Atlantis, Aquaman allies with his captive sibling, aiming to safeguard their kingdom.",The tide is turning.,Aquaman and the Lost Kingdom,Aquaman and the Lost Kingdom,movie,,2023,1.78,6,aac,lc,2633,mp4,7447274,False,1080,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:17:02,9.1,rottentomatoes://image.rating.upright,PG-13,8574975,2 hrs 23 mins,,,,,,plex://movie/5d77684d61141d001fb181b9,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Marvel Cinematic Universe/The Avengers.mp4,,2012-04-25,,,,,9.1,rottentomatoes://image.rating.ripe,8309,,,Marvel Studios,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",Some assembly required.,The Avengers,Avengers,movie,,2012,1.78,2,aac,lc,1001,mp4,8574975,False,720,False,h264,24p,high,720,1280
,,,,,,,,,,2024-03-05T09:17:01,8.2,rottentomatoes://image.rating.upright,PG-13,8478826,2 hrs 21 mins,,,,,,plex://movie/5d77690623d5a3001f4f4ab6,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Marvel Cinematic Universe/The Avengers - Age of Ultron.mp4,,2015-04-22,,,,,7.6,rottentomatoes://image.rating.ripe,8308,,,Marvel Studios,"When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.",A new age has come.,Avengers: Age of Ultron,Avengers: Age of Ultron,movie,,2015,2.35,2,aac,lc,917,mp4,8478826,False,536,False,h264,24p,high,720,1280
,,,,,,,,,,2024-03-05T09:16:54,9.0,rottentomatoes://image.rating.upright,PG-13,10871412,3 hrs 1 min,,,,,,plex://movie/5d776b37fb0d55001f56046d,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Marvel Cinematic Universe/Avengers Endgame (2019).mp4,,2019-04-24,,,,,9.4,rottentomatoes://image.rating.ripe,8038,,,Marvel Studios,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",Avenge the fallen.,Avengers: Endgame,Avengers: Endgame,movie,,2019,2.35,6,aac,lc,2373,mp4,10871412,False,800,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:16:54,9.2,rottentomatoes://image.rating.upright,PG-13,8961289,2 hrs 29 mins,,,,,,plex://movie/5d776b377a53e9001e71e283,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/MARVEL/Marvel Cinematic Universe/Avengers - Infinity War.mp4,,2018-04-25,,,,,8.5,rottentomatoes://image.rating.ripe,8037,,,Marvel Studios,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,An entire universe. Once and for all.,Avengers: Infinity War,Avengers: Infinity War,movie,,2018,2.35,2,aac,lc,1187,mp4,8961289,False,534,False,h264,24p,high,720,1280
,,,,,,,,,,2024-03-05T09:20:52,7.8,rottentomatoes://image.rating.upright,R,7131263,1 hr 59 mins,,,,,,plex://movie/5d776833103a2d001f56745e,,False,,/volume1/PLEX_MEDIA/Genres/Action/Bad Boys (1995).mkv,,1995-04-07,,,,,4.3,rottentomatoes://image.rating.rotten,11008,,,Columbia Pictures,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",Whatcha gonna do?,Bad Boys,Bad Boys,movie,,1995,1.85,2,aac,he-aac,645,mkv,7131263,False,688,False,h264,24p,high,720,1280
,,,,,,,,,,2024-03-05T09:20:53,9.6,rottentomatoes://image.rating.upright,R,7436906,2 hrs 4 mins,,,,,,plex://movie/5d77686e0ab244002006db93,,False,,/volume1/PLEX_MEDIA/Genres/Action/Bad Boys For Life (2020).mp4,,2020-01-15,,,,,7.6,rottentomatoes://image.rating.ripe,11024,,,Columbia Pictures,"Marcus and Mike have to confront new issues (career changes and midlife crises), as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",Ride together. Die together.,Bad Boys for Life,Bad Boys for Life,movie,,2020,2.35,6,aac,lc,2633,mp4,7436906,False,784,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:20:53,7.8,rottentomatoes://image.rating.upright,R,8797079,2 hrs 27 mins,,,,,,plex://movie/5d776832e6d55c002040c819,,False,,/volume1/PLEX_MEDIA/Genres/Action/Bad Boys II (2003).mp4,,2003-07-18,,,,,2.3,rottentomatoes://image.rating.rotten,11025,,,Columbia Pictures,"Miami is being flooded with ecstasy that's coming from Cuba through drug lord Johnny Tapia. Detectives Mike Lowrey and Marcus Burnett are on the case, and are determined to bring the man to justice. Additional drama is provided by friction with the DEA, which counts Marcus' younger sister Sydney among its agents, and from Marcus possibly transferring out of the department, leaving Mike without his longtime partner.","If you can't stand the heat, get out of Miami.",Bad Boys II,Bad Boys II,movie,,2003,1.78,2,aac,lc,1797,mp4,8797079,False,1060,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:17:11,8.4,rottentomatoes://image.rating.upright,PG-13,7579989,2 hrs 6 mins,,,,,,plex://movie/5d7768257228e5001f1dccd2,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/DC COMICS/Batman/Batman (1989).mp4,,1988-11-30,,,,,7.6,rottentomatoes://image.rating.ripe,8546,,,Warner Bros. Pictures,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.",Justice is always darkest before the dawn.,Batman,Batman 1,movie,,1988,1.78,2,aac,he-aac,1698,mp4,7579989,False,1080,False,h264,24p,high,1080,1920
,,,,,,,,,,2025-05-21T17:54:22,6.8,rottentomatoes://image.rating.upright,Not Rated,3994824,1 hr 7 mins,,,,,,plex://movie/5d9f3522b0262f001f6e9f5b,,True,,/volume1/PLEX_MEDIA/Genres/Animated/Batman.&.Mr.Freeze.SubZero/Batman.&.Mr.Freeze.SubZero.1998.DVDRip.XviD-OLLIE.avi,,1998-02-11,,,,,9.2,rottentomatoes://image.rating.ripe,36325,,,Warner Bros. Animation,"Mr. Freeze is living in the arctic with his cryogenically-frozen wife. When a submarine destroys her containment capsule, he has to find someone to ""donate"" a new heart for her. His search turns up one donor with the right blood type: Barbara (Batgirl) Gordon. Her kidnapping sends Batman and Robin on a hurried chase to free her in time.",It's going to get Cold this Summer!,Batman & Mr. Freeze: SubZero,Batman & Mr. Freeze: SubZero,movie,,1998,1.33,2,ac3,,1884,avi,3994824,False,544,False,mpeg4,24p,advanced simple,480,720
,,,,,,,,,,2024-03-05T09:17:12,7.3,rottentomatoes://image.rating.upright,PG-13,7402282,2 hrs 3 mins,,,,,,plex://movie/5d776825999c64001ec2c22f,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/DC COMICS/Batman/Batman Returns (1992).mp4,,1992-06-19,,,,,8.2,rottentomatoes://image.rating.ripe,8560,,,Warner Bros. Pictures,"While Batman deals with a deformed man calling himself the Penguin wreaking havoc across Gotham with the help of a cruel businessman, a female employee of the latter becomes the Catwoman with her own vendetta.","The Bat, the Cat, the Penguin.",Batman Returns,Batman 2,movie,,1992,1.78,2,aac,he-aac,1739,mp4,7402282,False,1072,False,h264,24p,high,1080,1920
,,,,,,,,,,,,,,,,,,,,,,,,,/volume1/PLEX_MEDIA/Genres/Superhero/DC COMICS/Batman/Batman.Returns.1992.REMASTERED.1080p.BluRay.x265-RARBG.mp4,,,,,,,,,,,,,,,,,,,,1.85,6,aac,lc,2224,mp4,7587144,False,1038,False,hevc,24p,main 10,1080,1920
,,,,,,,,,,2024-03-05T09:17:11,3.2,rottentomatoes://image.rating.spilled,PG-13,7295487,2 hrs 2 mins,,,,,,plex://movie/5d7768255af944001f1f65a7,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/DC COMICS/Batman/Batman Forever (1995).mp4,,1995-06-16,,,,,4.1,rottentomatoes://image.rating.rotten,8559,,,Warner Bros. Pictures,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.","Courage now, truth always, Batman forever!",Batman Forever,Batman 3,movie,,1995,1.78,2,aac,he-aac,1763,mp4,7295487,False,1080,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:17:13,1.6,rottentomatoes://image.rating.spilled,PG-13,7494058,2 hrs 5 mins,,,,,,plex://movie/5d776825103a2d001f563e44,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/DC COMICS/Batman/Batman and Robin (1997).mp4,,1996-11-30,,,,,1.2,rottentomatoes://image.rating.rotten,8569,,,Warner Bros. Pictures,"Batman and Robin are back working side-by-side to stop the villains of Gotham City, but is there tension appearing between them, especially when one villainess who calls herself Poison Ivy can make anyone fall in love with her...literally. Along with Poison Ivy, the icy Mr. Freeze is freezing anything which gets in his way from achieving his goal.","Strength Now. Courage Always. Family, Above All. Batman and Robin!",Batman & Robin,Batman 4,movie,,1996,1.78,2,aac,he-aac,1718,mp4,7494058,False,1072,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:17:11,9.4,rottentomatoes://image.rating.upright,PG-13,8401279,2 hrs 20 mins,,,,,,plex://movie/5d776cc1ad5437001f7c8420,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/DC COMICS/Batman/Batman Begins (2005).mp4,,2005-06-15,,,,,8.5,rottentomatoes://image.rating.ripe,8558,,,Warner Bros. Pictures,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",Evil fears the knight.,Batman Begins,Batman Begins,movie,,2005,2.35,6,aac,he-aac,696,mp4,8401279,False,272,False,h264,24p,high,sd,640
,,,,,,,,,,2024-03-05T09:17:15,9.4,rottentomatoes://image.rating.upright,PG-13,3610794,1 hr,,,,,,plex://movie/5d7768247e9a3c0020c6a8f3,,False,,/volume1/PLEX_MEDIA/Genres/Superhero/DC COMICS/Batman/The Dark Knight 2008.mp4,,2008-07-16,,,,,9.4,rottentomatoes://image.rating.ripe,8608,,,DC Comics,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",Welcome to a world without rules.,The Dark Knight,Batman Begins 2,movie,,2008,2.35,2,aac,he-aac,1643,mp4,3610794,False,800,False,h264,24p,high,1080,1920
